date,q1,q2,q3
2022-02-25 17:31:09.381310940,172.35,302.0,458.59999999999997
2022-02-25 18:19:00.012491941,227.75,396.45,601.8
2022-02-25 20:34:33.594412088,282.65,481.84999999999997,708.65
2022-02-25 21:36:53.926525116,285.5,489.59999999999997,724.9
2022-02-25 21:53:58.497483015,251.25000000000003,438.25,696.5
2022-02-25 23:34:16.097515106,251.65,438.95000000000005,697.3
2022-02-25 23:46:22.171705008,271.9,490.25,765.55
2022-02-26 00:41:52.895241976,250.25,441.3,729.6
2022-02-26 07:35:58.244266987,250.3,441.35,729.65
2022-02-26 19:27:31.099261999,330.05,674.8,1232.15
2022-02-26 23:36:12.810625076,341.1,700.9,1243.2
2022-02-27 00:14:15.752515078,341.0,700.65,1241.55
2022-02-27 01:39:34.805511951,275.2,525.8000000000001,895.55
2022-02-27 04:18:08.387173891,286.3,564.15,933.15
2022-02-27 07:34:12.083300114,286.3,564.15,933.15
2022-02-27 09:09:39.324990988,294.75,593.7,946.0
2022-02-27 17:00:54.216787100,292.95,590.0500000000001,943.9
2022-02-27 20:03:44.171711922,292.9,579.25,933.15
2022-02-28 01:12:36.796237946,284.85,530.1,878.1999999999999
2022-02-28 07:34:36.321728945,284.7,529.7,877.7500000000001
2022-02-28 15:39:50.436523914,245.85,442.7,814.2
2022-02-28 17:11:13.796292067,257.15,460.95,784.6
2022-02-28 17:15:23.023785114,239.85,425.90000000000003,752.1999999999999
2022-03-01 01:07:42.746471882,241.95000000000002,430.34999999999997,745.5
2022-03-01 07:39:10.762559891,241.95000000000002,430.34999999999997,745.5
2022-03-01 19:30:44.609286070,250.4,446.85,751.0
2022-03-01 19:31:06.832427979,250.3,446.4,749.15
2022-03-02 06:05:01.688394070,239.75,436.5,735.35
2022-03-02 07:36:21.244544983,240.15,437.09999999999997,736.0999999999999
2022-03-02 15:37:49.656188011,231.3,417.85,710.8499999999999
2022-03-02 18:08:12.764476061,225.5,399.95000000000005,689.1999999999999
2022-03-03 07:39:33.660037994,225.5,399.8,688.65
2022-03-03 16:09:14.138340950,232.15,399.2,631.05
2022-03-04 07:42:40.918661118,232.35,399.40000000000003,631.25
2022-03-04 15:54:23.914401054,220.25,378.85,604.85
2022-03-04 15:54:38.917186975,223.9,385.4,610.9499999999999
2022-03-04 21:45:50.280489922,224.35,386.15,611.75
