date,q1,q2,q3
2022-02-04 17:22:35.671726942,1884.4499999999998,2603.4,3362.85
2022-02-04 21:44:28.509686946,748.05,1166.7,1770.45
2022-02-05 00:55:37.579673052,844.1999999999999,1346.55,2138.25
2022-02-05 05:19:35.191840887,866.85,1401.6,2168.85
2022-02-05 07:34:05.888508081,869.1,1406.5500000000002,2174.25
2022-02-05 11:38:20.567799091,870.15,1408.8,2178.2999999999997
2022-02-05 16:28:54.475197077,842.55,1364.7,2138.7000000000003
2022-02-06 04:52:56.813154936,850.8,1369.9499999999998,2108.1
2022-02-06 07:39:11.794220924,850.05,1370.3999999999999,2110.95
2022-02-06 17:13:52.633917093,838.5,1378.05,2162.7
2022-02-06 21:30:47.048938036,976.0500000000001,1488.0,2122.5
2022-02-07 01:12:13.414690971,1016.85,1506.15,2105.7000000000003
2022-02-07 06:35:04.636373997,978.3,1456.9499999999998,2058.45
2022-02-07 09:15:51.312153101,969.6,1440.75,2037.6
2022-02-07 14:13:19.115358114,972.3000000000001,1449.6000000000001,2055.0
2022-02-07 14:47:40.644498110,968.8499999999999,1445.6999999999998,2048.85
2022-02-07 21:25:27.926080942,978.75,1462.5,2076.75
2022-02-08 01:13:03.499460936,985.2,1481.7,2109.9
2022-02-08 07:35:42.895081997,984.75,1481.4,2109.75
2022-02-08 09:10:31.997519970,1008.5999999999999,1572.8999999999999,2366.8500000000004
2022-02-08 17:10:05.893659115,1016.0999999999999,1600.95,2420.55
2022-02-08 21:33:01.101691008,967.65,1556.7,2362.65
2022-02-09 01:20:35.463804960,737.4000000000001,1397.7,2154.0
2022-02-09 07:38:58.173877001,738.3,1395.3000000000002,2150.55
2022-02-09 09:16:49.913446903,699.75,1357.6499999999999,2150.7000000000003
2022-02-09 14:41:59.485235929,711.9,1370.25,2163.9
2022-02-10 07:34:15.642070055,711.3,1369.65,2162.7
2022-02-10 14:38:51.761702061,728.25,1387.05,2179.65
2022-02-10 16:48:59.618979931,747.45,1398.8999999999999,2174.7
2022-02-10 21:35:13.214612007,747.3000000000001,1379.4,2099.4
2022-02-11 01:05:27.424670935,769.5,1377.6000000000001,2047.6499999999999
2022-02-11 07:34:48.558578968,768.75,1376.7,2046.6000000000001
2022-02-11 09:08:12.382777929,753.3,1367.1,2052.1499999999996
2022-02-11 15:07:04.624174118,763.2,1375.05,2053.95
2022-02-11 17:06:22.939738989,734.25,1352.1,2029.35
2022-02-11 21:25:00.664644957,746.25,1326.4499999999998,1979.3999999999999
2022-02-11 22:56:05.507534027,745.8,1329.75,1991.7
