date,q1,q2,q3
2021-12-24 17:28:47.321561098,7948.11,8396.45,8925.7
2021-12-24 20:46:25.746331930,8627.579999999998,10206.63,14662.77
2021-12-25 01:54:45.550266981,8544.64,10026.25,14230.09
2021-12-25 07:01:38.557277918,8863.93,10846.08,14940.01
2021-12-25 17:00:48.598664999,8894.96,11131.15,15964.580000000002
2021-12-25 22:56:16.656306982,8876.11,11086.78,15894.69
2021-12-26 01:08:11.368532896,8997.04,10600.45,15274.67
2021-12-26 06:45:07.034281969,8774.61,10329.009999999998,14501.82
2021-12-26 08:59:54.383841991,8620.91,10163.71,14103.939999999999
2021-12-27 08:05:50.804869890,8443.14,10166.609999999999,13900.650000000001
2021-12-27 13:24:17.584925890,8351.21,10064.53,13695.91
2021-12-27 18:20:31.505135059,8208.82,10178.21,14348.41
2021-12-27 22:58:17.732403040,8202.73,10166.320000000002,14326.08
2021-12-28 01:03:44.606750965,8104.13,9984.2,13744.92
2021-12-28 12:37:17.015889883,8104.42,9984.49,13744.92
2021-12-28 18:35:53.926280022,8156.04,9861.82,13152.449999999999
2021-12-28 23:21:25.955720901,8387.17,10359.460000000001,13680.539999999999
2021-12-29 01:41:01.841134071,8651.07,10801.710000000001,14161.07
2021-12-29 06:34:47.271081924,8629.32,10742.550000000001,14025.64
2021-12-29 09:03:10.298938990,8685.579999999998,10875.08,14282.869999999999
2021-12-29 14:24:20.994832993,8894.670000000002,11176.68,14559.24
2021-12-29 17:45:44.317476034,9585.16,12226.769999999999,15642.39
2021-12-29 21:13:37.094285965,9800.92,11675.48,14748.900000000001
2021-12-30 01:06:56.761550903,9850.51,11667.94,14695.83
2021-12-30 07:05:19.279249907,9874.29,11719.27,14786.31
2021-12-30 11:17:36.390280008,9845.0,11615.16,14487.9
2021-12-30 17:04:52.169928074,10013.2,11869.49,15245.67
2021-12-30 21:56:24.949209929,10696.15,12798.359999999999,15777.529999999999
2021-12-31 01:12:08.038506985,10909.3,12904.789999999999,15788.550000000001
2021-12-31 08:04:33.547177076,10907.56,12925.67,15854.380000000001
2021-12-31 15:32:47.632620096,10950.19,13003.68,16055.35
2021-12-31 18:35:45.024271965,11325.74,13436.07,16940.14
2021-12-31 22:59:38.245382071,11662.43,13812.2,17190.989999999998
2022-01-01 01:10:01.378384113,11992.45,14050.869999999999,17368.760000000002
2022-01-01 07:38:27.009572029,12003.76,14058.41,17370.79
2022-01-01 08:59:48.625164032,12205.6,14102.199999999999,17195.05
2022-01-01 22:53:11.318912983,12248.52,14155.85,17204.04
2022-01-02 01:05:53.172583103,12446.59,14381.76,17335.120000000003
2022-01-02 07:38:48.164735079,12452.39,14385.240000000002,17337.15
2022-01-03 01:39:28.042469978,12468.63,14408.15,17389.059999999998
2022-01-03 05:50:04.253336905,12471.529999999999,14411.34,17379.199999999997
2022-01-03 08:56:19.728127003,12577.380000000001,14550.25,17635.27
2022-01-03 14:22:21.994628906,12763.56,14741.94,17740.25
2022-01-03 17:00:00.447592974,13378.94,15182.74,17874.81
2022-01-03 22:05:40.556643009,13387.349999999999,15197.82,17909.32
2022-01-04 02:10:44.359891891,13643.42,15538.86,18258.77
2022-01-04 05:33:43.484114885,14162.810000000001,16272.27,19199.82
2022-01-04 09:03:58.892410994,14377.12,16573.0,19493.879999999997
2022-01-04 14:32:57.616435051,14475.140000000001,16650.72,19530.42
2022-01-04 17:03:41.257833957,14965.82,17146.04,20024.0
2022-01-05 00:51:54.773757935,14993.949999999999,17153.29,19992.97
2022-01-05 04:02:15.756619930,15715.470000000001,17707.48,20449.72
2022-01-05 09:02:02.051795959,15969.8,18010.530000000002,20607.19
2022-01-05 14:26:26.265074015,15963.71,17978.63,20543.97
2022-01-05 19:14:23.111350060,15988.07,17922.66,20407.96
2022-01-06 01:03:49.712892056,15703.0,17665.14,20181.760000000002
2022-01-06 05:42:29.100810051,14774.42,16589.82,19006.68
2022-01-06 08:56:45.158515930,15506.960000000001,17373.4,19512.73
2022-01-06 14:44:39.153701067,15538.86,17255.37,19271.45
2022-01-06 19:25:08.145385027,15746.21,17386.16,19356.710000000003
2022-01-07 00:26:36.424252987,15676.61,17341.79,19323.07
2022-01-07 04:23:50.496114969,15674.289999999999,17347.590000000004,19397.89
2022-01-07 10:02:25.052236080,15624.41,17320.91,19370.34
2022-01-07 14:30:35.297801971,15638.62,17387.9,19452.12
2022-01-07 18:41:30.345221043,15622.960000000001,17249.28,19244.48
2022-01-07 21:29:49.517904043,15514.21,17105.44,19121.52
2022-01-08 01:22:00.757256985,15455.92,16981.03,19019.73
2022-01-08 07:38:41.421776056,15446.35,16971.170000000002,19018.57
2022-01-08 11:23:52.913283110,15363.7,16880.11,18915.33
2022-01-08 17:55:33.432271957,15362.83,16888.23,18923.16
2022-01-08 17:56:12.174551010,15372.98,16910.269999999997,18943.75
2022-01-09 01:01:26.358609915,15373.560000000001,16910.269999999997,18919.1
2022-01-09 07:42:46.158535004,15373.560000000001,16910.269999999997,18919.1
2022-01-09 15:43:27.084104061,15359.060000000001,16878.37,18871.25
2022-01-09 23:22:16.646672964,15301.64,16704.66,18708.850000000002
2022-01-10 01:05:39.888247013,15264.81,16569.23,18585.600000000002
2022-01-10 07:38:22.062378883,15264.81,16569.23,18585.600000000002
2022-01-10 14:56:38.741046906,15386.32,16798.33,18723.93
2022-01-10 18:20:26.590266943,16457.29,17786.940000000002,19462.27
2022-01-10 23:14:34.905059099,16607.51,17820.29,19458.21
2022-01-11 02:46:54.025017023,16858.07,17972.54,19559.13
2022-01-11 08:59:15.412703037,16940.43,18005.02,19568.41
2022-01-11 14:00:26.470305920,16979.0,18034.89,19603.5
2022-01-11 17:02:15.066832065,17056.43,18149.73,19708.19
2022-01-11 21:55:19.374097109,17239.129999999997,18331.850000000002,20037.34
2022-01-12 01:09:09.861324072,17289.879999999997,18431.899999999998,20287.030000000002
2022-01-12 07:33:04.673902035,17287.85,18429.29,20281.809999999998
2022-01-12 10:17:50.947002888,17285.82,18407.829999999998,20254.84
2022-01-12 14:20:22.118701935,17348.46,18524.120000000003,20497.86
2022-01-12 19:13:25.956458092,17773.89,19093.68,21245.19
2022-01-13 00:44:38.375751019,17820.29,19101.8,21226.63
2022-01-13 02:36:34.133573055,17898.3,19201.559999999998,21445.579999999998
2022-01-13 07:17:45.486494064,18287.77,19569.57,21797.06
2022-01-13 09:13:05.755655050,18540.07,19871.75,21859.41
2022-01-13 14:15:35.690619946,18589.079999999998,19929.170000000002,21922.34
2022-01-13 19:18:32.243580103,18932.73,20102.01,21827.8
2022-01-13 23:09:31.981807947,19038.87,20251.94,22094.02
2022-01-14 01:47:27.345410109,19158.35,20404.480000000003,22292.670000000002
2022-01-14 07:36:52.070777893,19161.25,20407.96,22297.600000000002
2022-01-14 13:45:29.601844072,19160.67,20391.43,22257.29
2022-01-14 16:29:42.574652910,19153.710000000003,20389.11,22252.65
