date,q1,q2,q3
2022-02-22 01:52:58.216759920,45.6712,46.1288,46.6988
2022-02-22 07:36:38.450859070,45.672,46.1304,46.7024
2022-02-22 09:00:45.471863985,45.6684,46.1312,46.7044
2022-02-22 14:28:48.207048893,45.650800000000004,46.092,46.629599999999996
2022-02-22 18:21:12.729424953,45.6368,46.074799999999996,46.608000000000004
2022-02-22 22:51:53.117657900,45.636,46.0644,46.607600000000005
2022-02-23 01:04:27.707457066,45.6312,46.062799999999996,46.6152
2022-02-23 07:35:23.022577047,45.6312,46.062799999999996,46.6148
2022-02-23 07:40:04.830459118,45.5208,45.9612,46.4908
2022-02-23 15:07:39.336513042,45.5732,45.9912,46.5376
2022-02-24 07:35:51.305843115,45.5732,45.9912,46.538
2022-02-24 14:45:29.186352015,45.5272,45.9148,46.404799999999994
2022-02-24 19:21:49.338171959,45.534800000000004,45.95,46.476
2022-02-24 23:56:51.860503912,45.3964,45.7576,46.2256
2022-02-25 04:13:41.954922915,45.3868,45.7528,46.2268
2022-02-25 07:34:58.290339947,45.3876,45.7536,46.2288
2022-02-25 15:24:16.133063078,45.3868,45.754,46.2308
2022-02-25 15:52:32.492435932,45.3976,45.7572,46.214
