date,q1,q2,q3
2021-12-24 17:05:53.636904955,5455.05,6019.200000000001,6761.55
2021-12-24 21:16:12.938879967,6143.4,7513.05,8869.2
2021-12-25 01:56:51.651504993,5992.65,7379.55,8762.85
2021-12-25 05:15:03.476655960,5818.2,7216.5,8620.050000000001
2021-12-25 08:04:23.528417110,5818.2,7216.5,8620.050000000001
2021-12-25 17:00:02.293092012,5344.95,6538.95,7987.650000000001
2021-12-25 23:02:08.943509102,5355.0,6535.5,7966.2
2021-12-26 01:07:06.909872055,5298.150000000001,6300.0,7640.1
2021-12-26 06:37:28.550751925,5374.2,6472.05,7970.1
2021-12-26 08:58:52.602852106,5283.150000000001,6370.8,8066.700000000001
2021-12-26 14:29:03.262830973,5436.3,6758.55,9018.75
2021-12-26 17:17:16.620316029,5524.650000000001,7029.75,9740.25
2021-12-27 01:04:30.185452938,5555.7,6899.55,9434.550000000001
2021-12-27 06:52:08.609289885,5688.75,7021.5,10674.15
2021-12-27 09:08:56.588378906,5710.8,7047.3,10926.6
2021-12-27 13:22:39.868686914,5579.849999999999,6827.400000000001,10636.95
2021-12-27 17:01:22.293272018,5451.75,6933.3,12177.15
2021-12-27 19:25:38.292629004,5495.849999999999,7071.3,11917.199999999999
2021-12-28 01:02:40.298265934,5506.95,7132.8,11902.35
2021-12-28 08:03:47.564363956,5507.1,7133.7,11900.4
2021-12-28 12:33:11.045057058,5507.1,7133.7,11900.4
2021-12-28 15:56:28.826533079,5470.95,7009.950000000001,11733.75
2021-12-29 08:07:03.418745041,5471.4,7010.7,11740.5
2021-12-29 13:05:57.523156881,4309.2,5829.150000000001,9119.1
2021-12-29 15:58:51.426054955,4605.15,5838.3,8822.25
2021-12-29 20:27:07.856314898,5090.55,6436.8,9444.3
2021-12-30 01:05:41.435256958,5284.5,6807.45,9651.449999999999
2021-12-30 02:38:06.757553101,5897.400000000001,7890.75,10402.5
2021-12-30 08:07:05.247180939,5912.099999999999,7906.95,10417.949999999999
2021-12-30 09:00:01.999854088,6048.75,8038.65,10428.9
2021-12-30 16:09:49.882231951,6026.55,7995.300000000001,10380.45
2021-12-30 20:28:40.073679924,6281.25,8407.5,11137.5
2021-12-31 01:10:50.409512043,6540.3,8694.6,11735.400000000001
2021-12-31 08:05:44.688087940,6530.400000000001,8685.3,11733.9
2021-12-31 16:16:54.069861889,6931.35,9481.050000000001,12293.1
2021-12-31 20:23:34.635134935,6575.25,9250.2,12171.15
2022-01-01 01:08:47.006309986,6719.549999999999,9714.75,12502.349999999999
2022-01-01 07:37:39.669318914,6712.2,9717.6,12509.7
2022-01-01 22:51:54.921205997,6565.5,9563.4,12406.65
2022-01-02 01:14:25.971638918,6834.900000000001,9654.3,12246.45
2022-01-02 07:38:49.989424944,6842.400000000001,9659.4,12259.349999999999
2022-01-02 08:57:35.639053106,6885.900000000001,9696.6,12407.1
2022-01-02 19:21:15.149086952,6930.0,9738.6,12454.95
2022-01-03 01:01:05.778107882,7540.95,10384.2,13102.95
2022-01-03 05:47:48.815095901,7700.55,10529.55,13210.35
2022-01-03 08:55:33.669233084,8196.449999999999,10888.35,13424.4
