date,q1,q2,q3
2022-02-25 18:25:45.969789982,47.0856,47.5322,48.1122
2022-02-25 19:35:50.729370117,47.2118,47.8208,48.8078
2022-02-25 23:31:42.394133091,47.208,47.8196,48.8104
2022-02-25 23:43:42.585589886,45.3178,46.3684,47.4684
2022-02-26 00:42:51.729542017,45.383,46.247,47.3038
2022-02-26 07:37:09.006577969,45.387,46.257,47.3162
2022-02-26 15:31:11.396631956,45.9998,46.8208,47.6196
2022-02-26 19:28:10.138443947,45.7578,46.9564,48.303200000000004
2022-02-27 00:44:37.214901924,45.818,47.0422,48.5088
2022-02-27 01:39:04.538698912,46.0048,46.8984,47.8826
2022-02-27 01:47:33.383228064,46.0252,46.794,47.714600000000004
2022-02-27 04:00:50.975933075,46.0846,46.8864,47.82
2022-02-27 07:38:14.048079967,46.0846,46.8864,47.82
2022-02-27 09:09:00.163873911,46.221199999999996,46.9662,47.9086
2022-02-27 15:49:20.565512896,46.3038,47.0168,47.8812
2022-02-27 17:01:45.323657990,46.316,47.0394,47.9326
2022-02-27 17:13:04.801572084,46.3564,47.0804,47.961
2022-02-28 01:11:58.272327900,46.425399999999996,47.1846,48.2432
2022-02-28 07:38:28.548818111,46.425,47.184,48.2418
2022-02-28 09:18:07.728864908,46.464,47.2832,48.486599999999996
2022-02-28 15:21:43.283950090,46.4504,47.1864,48.1756
2022-02-28 17:14:26.198571920,46.5738,47.3024,48.1656
2022-02-28 17:14:46.100898981,46.5486,47.249,48.1196
2022-02-28 18:14:30.488018990,46.5156,47.2174,48.0838
2022-03-01 01:07:08.947899103,46.4458,47.1564,47.9722
2022-03-01 07:38:09.234510899,46.4458,47.1564,47.9722
2022-03-01 19:36:40.987618923,46.326,46.9758,47.7632
2022-03-02 05:52:39.031585931,45.3536,46.2502,47.1622
2022-03-02 07:38:58.530158043,45.3724,46.2678,47.179
2022-03-02 13:33:31.432414055,45.6984,46.4698,47.2422
2022-03-02 14:51:03.284451962,45.6906,46.4584,47.2258
2022-03-02 20:50:00.056602001,45.7564,46.4508,47.1854
2022-03-03 07:38:50.862047911,45.7602,46.452799999999996,47.1866
2022-03-03 14:43:21.953090906,45.963,46.4362,46.980199999999996
2022-03-04 07:42:11.464261055,45.965,46.4374,46.982
2022-03-04 21:47:54.050555944,45.9382,46.4146,46.9614
2022-03-05 07:40:12.302664995,45.9474,46.4196,46.9656
2022-03-06 07:36:17.539714098,45.9572,46.425,46.9678
2022-03-06 12:28:09.903021097,45.7486,46.355199999999996,46.9516
2022-03-06 15:59:18.866852999,45.6884,46.3654,47.0338
2022-03-06 19:33:58.723639011,46.1042,46.3966,46.7984
2022-03-07 04:06:36.097203016,45.935,46.4064,46.9972
2022-03-07 04:32:10.506416082,46.0072,46.4608,47.047
2022-03-07 07:35:45.136893988,46.0072,46.4608,47.047
2022-03-07 15:40:16.378555059,45.9846,46.4,46.9338
2022-03-07 16:08:52.578592062,46.021,46.4148,46.9244
2022-03-07 16:09:42.811140060,46.0218,46.4066,46.8878
2022-03-07 18:20:32.108808994,46.022,46.3874,46.8484
2022-03-07 19:30:46.650351048,45.9448,46.335,46.7936
2022-03-07 19:31:11.746140957,45.8812,46.289,46.7576
2022-03-07 22:03:20.189426899,45.866,46.293800000000005,46.7868
2022-03-07 22:12:36.995428085,45.7332,46.193,46.6924
2022-03-08 07:39:29.381506920,45.734,46.1936,46.6934
2022-03-08 14:52:05.626744986,45.829,46.2016,46.57
2022-03-08 16:23:41.956336021,45.8454,46.204,46.5726
2022-03-08 20:36:46.162338972,45.879400000000004,46.2074,46.5706
2022-03-09 02:58:36.451746941,45.6548,46.0434,46.3984
2022-03-09 03:01:13.783492088,45.6586,46.0414,46.3896
2022-03-09 07:34:03.993243933,45.893,46.2294,46.620599999999996
2022-03-09 13:27:30.316193104,45.8854,46.2224,46.608000000000004
2022-03-09 20:18:03.645020008,45.8802,46.2238,46.6168
2022-03-09 20:19:21.908233881,45.8722,46.2018,46.5752
2022-03-09 20:45:56.575432062,45.933,46.2128,46.5268
2022-03-10 07:36:34.346966028,45.932,46.2114,46.5234
2022-03-10 14:40:43.733436108,45.9958,46.246,46.5224
